id,name,geography,census_id
2070,Fayette County,county,39047
2071,Franklin County,county,39049
2072,Fulton County,county,39051
2073,Gallia County,county,39053
2074,Geauga County,county,39055
2075,Greene County,county,39057
2076,Guernsey County,county,39059
2077,Hamilton County,county,39061
2078,Hancock County,county,39063
2079,Hardin County,county,39065
2080,Harrison County,county,39067
2081,Henry County,county,39069
2082,Highland County,county,39071
2083,Hocking County,county,39073
2084,Holmes County,county,39075
2085,Huron County,county,39077
2086,Jackson County,county,39079
2087,Jefferson County,county,39081
2088,Knox County,county,39083
2089,Lake County,county,39085
2090,Lawrence County,county,39087
2091,Licking County,county,39089
2092,Logan County,county,39091
2093,Lorain County,county,39093
2094,Lucas County,county,39095
2095,Madison County,county,39097
2096,Mahoning County,county,39099
2097,Marion County,county,39101
2098,Medina County,county,39103
2099,Meigs County,county,39105
2100,Mercer County,county,39107
2101,Miami County,county,39109
2102,Monroe County,county,39111
2103,Montgomery County,county,39113
2104,Morgan County,county,39115
2105,Morrow County,county,39117
2106,Muskingum County,county,39119
2107,Noble County,county,39121
2108,Ottawa County,county,39123
2109,Paulding County,county,39125
2110,Perry County,county,39127
2111,Pickaway County,county,39129
2112,Pike County,county,39131
2113,Portage County,county,39133
2114,Preble County,county,39135
2115,Putnam County,county,39137
2116,Richland County,county,39139
2117,Ross County,county,39141
2118,Sandusky County,county,39143
2119,Scioto County,county,39145
2120,Seneca County,county,39147
2121,Shelby County,county,39149
2122,Stark County,county,39151
2123,Summit County,county,39153
2124,Trumbull County,county,39155
2125,Tuscarawas County,county,39157
2126,Union County,county,39159
2127,Van Wert County,county,39161
2128,Vinton County,county,39163
2129,Warren County,county,39165
2130,Washington County,county,39167
2131,Wayne County,county,39169
2132,Williams County,county,39171
2133,Wood County,county,39173
2134,Wyandot County,county,39175
2135,Adair County,county,40001
2136,Alfalfa County,county,40003
2137,Atoka County,county,40005
2138,Beaver County,county,40007
2139,Beckham County,county,40009
2140,Blaine County,county,40011
2141,Bryan County,county,40013
2142,Caddo County,county,40015
2143,Canadian County,county,40017
2144,Carter County,county,40019
2145,Cherokee County,county,40021
2146,Choctaw County,county,40023
2147,Cimarron County,county,40025
2148,Cleveland County,county,40027
2149,Coal County,county,40029
2150,Comanche County,county,40031
2151,Cotton County,county,40033
2152,Craig County,county,40035
2153,Creek County,county,40037
2154,Custer County,county,40039
2155,Delaware County,county,40041
2156,Dewey County,county,40043
2157,Ellis County,county,40045
2158,Garfield County,county,40047
2159,Garvin County,county,40049
2160,Grady County,county,40051
2161,Grant County,county,40053
2162,Greer County,county,40055
2163,Harmon County,county,40057
2164,Harper County,county,40059
2165,Haskell County,county,40061
2166,Hughes County,county,40063
2167,Jackson County,county,40065
2168,Jefferson County,county,40067
2169,Johnston County,county,40069
2170,Kay County,county,40071
2171,Kingfisher County,county,40073
2172,Kiowa County,county,40075
2173,Latimer County,county,40077
2174,Le Flore County,county,40079
2175,Lincoln County,county,40081
2176,Logan County,county,40083
2177,Love County,county,40085
2178,McClain County,county,40087
2179,McCurtain County,county,40089
2180,McIntosh County,county,40091
2181,Major County,county,40093
2182,Marshall County,county,40095
2183,Mayes County,county,40097
2184,Murray County,county,40099
2185,Muskogee County,county,40101
2186,Noble County,county,40103
2187,Nowata County,county,40105
2188,Okfuskee County,county,40107
2189,Oklahoma County,county,40109
2190,Okmulgee County,county,40111
2191,Osage County,county,40113
2192,Ottawa County,county,40115
2193,Pawnee County,county,40117
2194,Payne County,county,40119
2195,Pittsburg County,county,40121
2196,Pontotoc County,county,40123
2197,Pottawatomie County,county,40125
2198,Pushmataha County,county,40127
2199,Roger Mills County,county,40129
2200,Rogers County,county,40131
2201,Seminole County,county,40133
2202,Sequoyah County,county,40135
2203,Stephens County,county,40137
2204,Texas County,county,40139
2205,Tillman County,county,40141
2206,Tulsa County,county,40143
2207,Wagoner County,county,40145
2208,Washington County,county,40147
2209,Washita County,county,40149
2210,Woods County,county,40151
2211,Woodward County,county,40153
2212,Baker County,county,41001
2213,Benton County,county,41003
2214,Clackamas County,county,41005
2215,Clatsop County,county,41007
2216,Columbia County,county,41009
2217,Coos County,county,41011
2218,Crook County,county,41013
2219,Curry County,county,41015
2220,Deschutes County,county,41017
2221,Douglas County,county,41019
2222,Gilliam County,county,41021
2223,Grant County,county,41023
2224,Harney County,county,41025
2225,Hood River County,county,41027
2226,Jackson County,county,41029
2227,Jefferson County,county,41031
2228,Josephine County,county,41033
2229,Klamath County,county,41035
2230,Lake County,county,41037
2231,Lane County,county,41039
2232,Lincoln County,county,41041
2233,Linn County,county,41043
2234,Malheur County,county,41045
2235,Marion County,county,41047
2236,Morrow County,county,41049
2237,Multnomah County,county,41051
2238,Polk County,county,41053
2239,Sherman County,county,41055
2240,Tillamook County,county,41057
2241,Umatilla County,county,41059
2242,Union County,county,41061
2243,Wallowa County,county,41063
2244,Wasco County,county,41065
2245,Washington County,county,41067
2246,Wheeler County,county,41069
2247,Yamhill County,county,41071
2248,Adams County,county,42001
2249,Allegheny County,county,42003
2250,Armstrong County,county,42005
2251,Beaver County,county,42007
2252,Bedford County,county,42009
2253,Berks County,county,42011
2254,Blair County,county,42013
2255,Bradford County,county,42015
2256,Bucks County,county,42017
2257,Butler County,county,42019
2258,Cambria County,county,42021
2259,Cameron County,county,42023
2260,Carbon County,county,42025
2261,Centre County,county,42027
2262,Chester County,county,42029
2263,Clarion County,county,42031
2264,Clearfield County,county,42033
2265,Clinton County,county,42035
2266,Columbia County,county,42037
2267,Crawford County,county,42039
2268,Cumberland County,county,42041
2269,Dauphin County,county,42043
2270,Delaware County,county,42045
2271,Elk County,county,42047
2272,Erie County,county,42049
2273,Fayette County,county,42051
2274,Forest County,county,42053
2275,Franklin County,county,42055
2276,Fulton County,county,42057
2277,Greene County,county,42059
2278,Huntingdon County,county,42061
2279,Indiana County,county,42063
2280,Jefferson County,county,42065
2281,Juniata County,county,42067
2282,Lackawanna County,county,42069
2283,Lancaster County,county,42071
2284,Lawrence County,county,42073
2285,Lebanon County,county,42075
2286,Lehigh County,county,42077
2287,Luzerne County,county,42079
2288,Lycoming County,county,42081
2289,McKean County,county,42083
2290,Mercer County,county,42085
2291,Mifflin County,county,42087
2292,Monroe County,county,42089
2293,Montgomery County,county,42091
2294,Montour County,county,42093
2295,Northampton County,county,42095
2296,Northumberland County,county,42097
2297,Perry County,county,42099
2298,Philadelphia County,county,42101
2299,Pike County,county,42103
2300,Potter County,county,42105
2301,Schuylkill County,county,42107
2302,Snyder County,county,42109
2303,Somerset County,county,42111
2304,Sullivan County,county,42113
2305,Susquehanna County,county,42115
2306,Tioga County,county,42117
2307,Union County,county,42119
2308,Venango County,county,42121
2309,Warren County,county,42123
2310,Washington County,county,42125
2311,Wayne County,county,42127
2312,Westmoreland County,county,42129
2313,Wyoming County,county,42131
2314,York County,county,42133
2315,Bristol County,county,44001
2316,Kent County,county,44003
2317,Newport County,county,44005
2318,Providence County,county,44007
2319,Washington County,county,44009
2320,Abbeville County,county,45001
2321,Aiken County,county,45003
2322,Allendale County,county,45005
2323,Anderson County,county,45007
2324,Bamberg County,county,45009
2325,Barnwell County,county,45011
2326,Beaufort County,county,45013
2327,Berkeley County,county,45015
2328,Calhoun County,county,45017
2329,Charleston County,county,45019
2330,Cherokee County,county,45021
2331,Chester County,county,45023
2332,Chesterfield County,county,45025
2333,Clarendon County,county,45027
2334,Colleton County,county,45029
2335,Darlington County,county,45031
2336,Dillon County,county,45033
2337,Dorchester County,county,45035
2338,Edgefield County,county,45037
2339,Fairfield County,county,45039
2340,Florence County,county,45041
2341,Georgetown County,county,45043
2342,Greenville County,county,45045
2343,Greenwood County,county,45047
2344,Hampton County,county,45049
2345,Horry County,county,45051
2346,Jasper County,county,45053
2347,Kershaw County,county,45055
2348,Lancaster County,county,45057
2349,Laurens County,county,45059
2350,Lee County,county,45061
2351,Lexington County,county,45063
2352,McCormick County,county,45065
2353,Marion County,county,45067
2354,Marlboro County,county,45069
2355,Newberry County,county,45071
2356,Oconee County,county,45073
2357,Orangeburg County,county,45075
2358,Pickens County,county,45077
2359,Richland County,county,45079
2360,Saluda County,county,45081
2361,Spartanburg County,county,45083
2362,Sumter County,county,45085
2363,Union County,county,45087
2364,Williamsburg County,county,45089
2365,York County,county,45091
2366,Aurora County,county,46003
2367,Beadle County,county,46005
2368,Bennett County,county,46007
2369,Bon Homme County,county,46009
2370,Brookings County,county,46011
2371,Brown County,county,46013
2372,Brule County,county,46015
2373,Buffalo County,county,46017
2374,Butte County,county,46019
2375,Campbell County,county,46021
2376,Charles Mix County,county,46023
2377,Clark County,county,46025
2378,Clay County,county,46027
2379,Codington County,county,46029
2380,Corson County,county,46031
2381,Custer County,county,46033
2382,Davison County,county,46035
2383,Day County,county,46037
2384,Deuel County,county,46039
2385,Dewey County,county,46041
2386,Douglas County,county,46043
2387,Edmunds County,county,46045
2388,Fall River County,county,46047
2389,Faulk County,county,46049
2390,Grant County,county,46051
2391,Gregory County,county,46053
2392,Haakon County,county,46055
2393,Hamlin County,county,46057
2394,Hand County,county,46059
2395,Hanson County,county,46061
2396,Harding County,county,46063
2397,Hughes County,county,46065
2398,Hutchinson County,county,46067
2399,Hyde County,county,46069
2400,Jackson County,county,46071
2401,Jerauld County,county,46073
2402,Jones County,county,46075
2403,Kingsbury County,county,46077
2404,Lake County,county,46079
2405,Lawrence County,county,46081
2406,Lincoln County,county,46083
2407,Lyman County,county,46085
2408,McCook County,county,46087
2409,McPherson County,county,46089
2410,Marshall County,county,46091
2411,Meade County,county,46093
2412,Mellette County,county,46095
2413,Miner County,county,46097
2414,Minnehaha County,county,46099
2415,Moody County,county,46101
2416,Pennington County,county,46103
2417,Perkins County,county,46105
2418,Potter County,county,46107
2419,Roberts County,county,46109
2420,Sanborn County,county,46111
2421,Shannon County,county,46113
2422,Spink County,county,46115
2423,Stanley County,county,46117
2424,Sully County,county,46119
2425,Todd County,county,46121
2426,Tripp County,county,46123
2427,Turner County,county,46125
2428,Union County,county,46127
2429,Walworth County,county,46129
2430,Yankton County,county,46135
2431,Ziebach County,county,46137
2432,Anderson County,county,47001
2433,Bedford County,county,47003
2434,Benton County,county,47005
2435,Bledsoe County,county,47007
2436,Blount County,county,47009
2437,Bradley County,county,47011
2438,Campbell County,county,47013
2439,Cannon County,county,47015
2440,Carroll County,county,47017
2441,Carter County,county,47019
2442,Cheatham County,county,47021
2443,Chester County,county,47023
2444,Claiborne County,county,47025
2445,Clay County,county,47027
2446,Cocke County,county,47029
2447,Coffee County,county,47031
2448,Crockett County,county,47033
2449,Cumberland County,county,47035
2450,Davidson County,county,47037
2451,Decatur County,county,47039
2452,DeKalb County,county,47041
2453,Dickson County,county,47043
2454,Dyer County,county,47045
2455,Fayette County,county,47047
2456,Fentress County,county,47049
2457,Franklin County,county,47051
2458,Gibson County,county,47053
2459,Giles County,county,47055
2460,Grainger County,county,47057
2461,Greene County,county,47059
2462,Grundy County,county,47061
2463,Hamblen County,county,47063
2464,Hamilton County,county,47065
2465,Hancock County,county,47067
2466,Hardeman County,county,47069
2467,Hardin County,county,47071
2468,Hawkins County,county,47073
2469,Haywood County,county,47075
2470,Henderson County,county,47077
2471,Henry County,county,47079
2472,Hickman County,county,47081
2473,Houston County,county,47083
2474,Humphreys County,county,47085
2475,Jackson County,county,47087
2476,Jefferson County,county,47089
2477,Johnson County,county,47091
2478,Knox County,county,47093
2479,Lake County,county,47095
2480,Lauderdale County,county,47097
2481,Lawrence County,county,47099
2482,Lewis County,county,47101
2483,Lincoln County,county,47103
2484,Loudon County,county,47105
2485,McMinn County,county,47107
2486,McNairy County,county,47109
2487,Macon County,county,47111
2488,Madison County,county,47113
2489,Marion County,county,47115
2490,Marshall County,county,47117
2491,Maury County,county,47119
2492,Meigs County,county,47121
2493,Monroe County,county,47123
2494,Montgomery County,county,47125
2495,Moore County,county,47127
2496,Morgan County,county,47129
2497,Obion County,county,47131
2498,Overton County,county,47133
2499,Perry County,county,47135
2500,Pickett County,county,47137
2501,Polk County,county,47139
2502,Putnam County,county,47141
2503,Rhea County,county,47143
2504,Roane County,county,47145
2505,Robertson County,county,47147
2506,Rutherford County,county,47149
2507,Scott County,county,47151
2508,Sequatchie County,county,47153
2509,Sevier County,county,47155
2510,Shelby County,county,47157
2511,Smith County,county,47159
2512,Stewart County,county,47161
2513,Sullivan County,county,47163
2514,Sumner County,county,47165
2515,Tipton County,county,47167
2516,Trousdale County,county,47169
2517,Unicoi County,county,47171
2518,Union County,county,47173
2519,Van Buren County,county,47175
2520,Warren County,county,47177
2521,Washington County,county,47179
2522,Wayne County,county,47181
2523,Weakley County,county,47183
2524,White County,county,47185
2525,Williamson County,county,47187
2526,Wilson County,county,47189
2527,Anderson County,county,48001
2528,Andrews County,county,48003
2529,Angelina County,county,48005
2530,Aransas County,county,48007
2531,Archer County,county,48009
2532,Armstrong County,county,48011
2533,Atascosa County,county,48013
2534,Austin County,county,48015
2535,Bailey County,county,48017
2536,Bandera County,county,48019
2537,Bastrop County,county,48021
2538,Baylor County,county,48023
2539,Bee County,county,48025
2540,Bell County,county,48027
2541,Bexar County,county,48029
2542,Blanco County,county,48031
2543,Borden County,county,48033
2544,Bosque County,county,48035
2545,Bowie County,county,48037
2546,Brazoria County,county,48039
2547,Brazos County,county,48041
2548,Brewster County,county,48043
2549,Briscoe County,county,48045
2550,Brooks County,county,48047
2551,Brown County,county,48049
2552,Burleson County,county,48051
2553,Burnet County,county,48053
2554,Caldwell County,county,48055
2555,Calhoun County,county,48057
2556,Callahan County,county,48059
2557,Cameron County,county,48061
2558,Camp County,county,48063
2559,Carson County,county,48065
2560,Cass County,county,48067
2561,Castro County,county,48069
2562,Chambers County,county,48071
2563,Cherokee County,county,48073
2564,Childress County,county,48075
2565,Clay County,county,48077
2566,Cochran County,county,48079
2567,Coke County,county,48081
2568,Coleman County,county,48083
2569,Collin County,county,48085
2570,Collingsworth County,county,48087
2571,Colorado County,county,48089
2572,Comal County,county,48091
2573,Comanche County,county,48093
2574,Concho County,county,48095
2575,Cooke County,county,48097
2576,Coryell County,county,48099
2577,Cottle County,county,48101
2578,Crane County,county,48103
2579,Crockett County,county,48105
2580,Crosby County,county,48107
2581,Culberson County,county,48109
2582,Dallam County,county,48111
2583,Dallas County,county,48113
2584,Dawson County,county,48115
2585,Deaf Smith County,county,48117
2586,Delta County,county,48119
2587,Denton County,county,48121
2588,DeWitt County,county,48123
2589,Dickens County,county,48125
2590,Dimmit County,county,48127
2591,Donley County,county,48129
2592,Duval County,county,48131
2593,Eastland County,county,48133
2594,Ector County,county,48135
2595,Edwards County,county,48137
2596,Ellis County,county,48139
2597,El Paso County,county,48141
2598,Erath County,county,48143
2599,Falls County,county,48145
2600,Fannin County,county,48147
2601,Fayette County,county,48149
2602,Fisher County,county,48151
2603,Floyd County,county,48153
2604,Foard County,county,48155
2605,Fort Bend County,county,48157
2606,Franklin County,county,48159
2607,Freestone County,county,48161
2608,Frio County,county,48163
2609,Gaines County,county,48165
2610,Galveston County,county,48167
2611,Garza County,county,48169
2612,Gillespie County,county,48171
2613,Glasscock County,county,48173
2614,Goliad County,county,48175
2615,Gonzales County,county,48177
2616,Gray County,county,48179
2617,Grayson County,county,48181
2618,Gregg County,county,48183
2619,Grimes County,county,48185
2620,Guadalupe County,county,48187
2621,Hale County,county,48189
2622,Hall County,county,48191
2623,Hamilton County,county,48193
2624,Hansford County,county,48195
2625,Hardeman County,county,48197
2626,Hardin County,county,48199
2627,Harris County,county,48201
2628,Harrison County,county,48203
2629,Hartley County,county,48205
2630,Haskell County,county,48207
2631,Hays County,county,48209
2632,Hemphill County,county,48211
2633,Henderson County,county,48213
2634,Hidalgo County,county,48215
2635,Hill County,county,48217
2636,Hockley County,county,48219
2637,Hood County,county,48221
2638,Hopkins County,county,48223
2639,Houston County,county,48225
2640,Howard County,county,48227
2641,Hudspeth County,county,48229
2642,Hunt County,county,48231
2643,Hutchinson County,county,48233
2644,Irion County,county,48235
2645,Jack County,county,48237
2646,Jackson County,county,48239
2647,Jasper County,county,48241
2648,Jeff Davis County,county,48243
2649,Jefferson County,county,48245
2650,Jim Hogg County,county,48247
2651,Jim Wells County,county,48249
2652,Johnson County,county,48251
2653,Jones County,county,48253
2654,Karnes County,county,48255
2655,Kaufman County,county,48257
2656,Kendall County,county,48259
2657,Kenedy County,county,48261
2658,Kent County,county,48263
2659,Kerr County,county,48265
2660,Kimble County,county,48267
2661,King County,county,48269
2662,Kinney County,county,48271
2663,Kleberg County,county,48273
2664,Knox County,county,48275
2665,Lamar County,county,48277
2666,Lamb County,county,48279
2667,Lampasas County,county,48281
2668,La Salle County,county,48283
2669,Lavaca County,county,48285
2670,Lee County,county,48287
2671,Leon County,county,48289
2672,Liberty County,county,48291
2673,Limestone County,county,48293
2674,Lipscomb County,county,48295
2675,Live Oak County,county,48297
2676,Llano County,county,48299
2677,Loving County,county,48301
2678,Lubbock County,county,48303
2679,Lynn County,county,48305
2680,McCulloch County,county,48307
2681,McLennan County,county,48309
2682,McMullen County,county,48311
2683,Madison County,county,48313
2684,Marion County,county,48315
2685,Martin County,county,48317
2686,Mason County,county,48319
2687,Matagorda County,county,48321
2688,Maverick County,county,48323
2689,Medina County,county,48325
2690,Menard County,county,48327
2691,Midland County,county,48329
2692,Milam County,county,48331
2693,Mills County,county,48333
2694,Mitchell County,county,48335
2695,Montague County,county,48337
2696,Montgomery County,county,48339
2697,Moore County,county,48341
2698,Morris County,county,48343
2699,Motley County,county,48345
2700,Nacogdoches County,county,48347
2701,Navarro County,county,48349
2702,Newton County,county,48351
2703,Nolan County,county,48353
2704,Nueces County,county,48355
2705,Ochiltree County,county,48357
2706,Oldham County,county,48359
2707,Orange County,county,48361
2708,Palo Pinto County,county,48363
2709,Panola County,county,48365
2710,Parker County,county,48367
2711,Parmer County,county,48369
2712,Pecos County,county,48371
2713,Polk County,county,48373
2714,Potter County,county,48375
2715,Presidio County,county,48377
2716,Rains County,county,48379
2717,Randall County,county,48381
2718,Reagan County,county,48383
2719,Real County,county,48385
2720,Red River County,county,48387
2721,Reeves County,county,48389
2722,Refugio County,county,48391
2723,Roberts County,county,48393
2724,Robertson County,county,48395
2725,Rockwall County,county,48397
2726,Runnels County,county,48399
2727,Rusk County,county,48401
2728,Sabine County,county,48403
2729,San Augustine County,county,48405
2730,San Jacinto County,county,48407
2731,San Patricio County,county,48409
2732,San Saba County,county,48411
2733,Schleicher County,county,48413
2734,Scurry County,county,48415
2735,Shackelford County,county,48417
2736,Shelby County,county,48419
2737,Sherman County,county,48421
2738,Smith County,county,48423
2739,Somervell County,county,48425
2740,Starr County,county,48427
2741,Stephens County,county,48429
2742,Sterling County,county,48431
2743,Stonewall County,county,48433
2744,Sutton County,county,48435
2745,Swisher County,county,48437
2746,Tarrant County,county,48439
2747,Taylor County,county,48441
2748,Terrell County,county,48443
2749,Terry County,county,48445
2750,Throckmorton County,county,48447
2751,Titus County,county,48449
2752,Tom Green County,county,48451
2753,Travis County,county,48453
2754,Trinity County,county,48455
2755,Tyler County,county,48457
2756,Upshur County,county,48459
2757,Upton County,county,48461
2758,Uvalde County,county,48463
2759,Val Verde County,county,48465
2760,Van Zandt County,county,48467
2761,Victoria County,county,48469
2762,Walker County,county,48471
2763,Waller County,county,48473
2764,Ward County,county,48475
2765,Washington County,county,48477
2766,Webb County,county,48479
2767,Wharton County,county,48481
2768,Wheeler County,county,48483
2769,Wichita County,county,48485
2770,Wilbarger County,county,48487
2771,Willacy County,county,48489
2772,Williamson County,county,48491
2773,Wilson County,county,48493
2774,Winkler County,county,48495
2775,Wise County,county,48497
2776,Wood County,county,48499
2777,Yoakum County,county,48501
2778,Young County,county,48503
2779,Zapata County,county,48505
2780,Zavala County,county,48507
2781,Beaver County,county,49001
2782,Box Elder County,county,49003
2783,Cache County,county,49005
2784,Carbon County,county,49007
2785,Daggett County,county,49009
2786,Davis County,county,49011
2787,Duchesne County,county,49013
2788,Emery County,county,49015
2789,Garfield County,county,49017
2790,Grand County,county,49019
2791,Iron County,county,49021
2792,Juab County,county,49023
2793,Kane County,county,49025
2794,Millard County,county,49027
2795,Morgan County,county,49029
2796,Piute County,county,49031
2797,Rich County,county,49033
2798,Salt Lake County,county,49035
2799,San Juan County,county,49037
2800,Sanpete County,county,49039
2801,Sevier County,county,49041
2802,Summit County,county,49043
2803,Tooele County,county,49045
2804,Uintah County,county,49047
2805,Utah County,county,49049
2806,Wasatch County,county,49051
2807,Washington County,county,49053
2808,Wayne County,county,49055
2809,Weber County,county,49057
2810,Addison County,county,50001
2811,Bennington County,county,50003
2812,Caledonia County,county,50005
2813,Chittenden County,county,50007
2814,Essex County,county,50009
2815,Franklin County,county,50011
2816,Grand Isle County,county,50013
2817,Lamoille County,county,50015
2818,Orange County,county,50017
2819,Orleans County,county,50019
2820,Rutland County,county,50021
2821,Washington County,county,50023
2822,Windham County,county,50025
2823,Windsor County,county,50027
2824,Accomack County,county,51001
2825,Albemarle County,county,51003
2826,Alleghany County,county,51005
2827,Amelia County,county,51007
2828,Amherst County,county,51009
2829,Appomattox County,county,51011
2830,Arlington County,county,51013
2831,Augusta County,county,51015
2832,Bath County,county,51017
2833,Bedford County,county,51019
2834,Bland County,county,51021
2835,Botetourt County,county,51023
2836,Brunswick County,county,51025
2837,Buchanan County,county,51027
2838,Buckingham County,county,51029
2839,Campbell County,county,51031
2840,Caroline County,county,51033
2841,Carroll County,county,51035
2842,Charles City County,county,51036
2843,Charlotte County,county,51037
2844,Chesterfield County,county,51041
2845,Clarke County,county,51043
2846,Craig County,county,51045
2847,Culpeper County,county,51047
2848,Cumberland County,county,51049
2849,Dickenson County,county,51051
2850,Dinwiddie County,county,51053
2851,Essex County,county,51057
2852,Fairfax County,county,51059
2853,Fauquier County,county,51061
2854,Floyd County,county,51063
2855,Fluvanna County,county,51065
2856,Franklin County,county,51067
2857,Frederick County,county,51069
2858,Giles County,county,51071
2859,Gloucester County,county,51073
2860,Goochland County,county,51075
2861,Grayson County,county,51077
2862,Greene County,county,51079
2863,Greensville County,county,51081
2864,Halifax County,county,51083
2865,Hanover County,county,51085
2866,Henrico County,county,51087
2867,Henry County,county,51089
2868,Highland County,county,51091
2869,Isle of Wight County,county,51093
2870,James City County,county,51095
2871,King and Queen County,county,51097
2872,King George County,county,51099
2873,King William County,county,51101
2874,Lancaster County,county,51103
2875,Lee County,county,51105
2876,Loudoun County,county,51107
2877,Louisa County,county,51109
2878,Lunenburg County,county,51111
2879,Madison County,county,51113
2880,Mathews County,county,51115
2881,Mecklenburg County,county,51117
2882,Middlesex County,county,51119
2883,Montgomery County,county,51121
2884,Nelson County,county,51125
2885,New Kent County,county,51127
2886,Northampton County,county,51131
2887,Northumberland County,county,51133
2888,Nottoway County,county,51135
2889,Orange County,county,51137
2890,Page County,county,51139
2891,Patrick County,county,51141
2892,Pittsylvania County,county,51143
2893,Powhatan County,county,51145
2894,Prince Edward County,county,51147
2895,Prince George County,county,51149
2896,Prince William County,county,51153
2897,Pulaski County,county,51155
2898,Rappahannock County,county,51157
2899,Richmond County,county,51159
2900,Roanoke County,county,51161
2901,Rockbridge County,county,51163
2902,Rockingham County,county,51165
2903,Russell County,county,51167
2904,Scott County,county,51169
2905,Shenandoah County,county,51171
2906,Smyth County,county,51173
2907,Southampton County,county,51175
2908,Spotsylvania County,county,51177
2909,Stafford County,county,51179
2910,Surry County,county,51181
2911,Sussex County,county,51183
2912,Tazewell County,county,51185
2913,Warren County,county,51187
2914,Washington County,county,51191
2915,Westmoreland County,county,51193
2916,Wise County,county,51195
2917,Wythe County,county,51197
2918,York County,county,51199
2919,Alexandria city,county,51510
2920,Bedford city,county,51515
2921,Bristol city,county,51520
2922,Buena Vista city,county,51530
2923,Charlottesville city,county,51540
2924,Chesapeake city,county,51550
2925,Clifton Forge city,county,51560
2926,Colonial Heights city,county,51570
2927,Covington city,county,51580
2928,Danville city,county,51590
2929,Emporia city,county,51595
2930,Fairfax city,county,51600
2931,Falls Church city,county,51610
2932,Franklin city,county,51620
2933,Fredericksburg city,county,51630
2934,Galax city,county,51640
2935,Hampton city,county,51650
2936,Harrisonburg city,county,51660
2937,Hopewell city,county,51670
2938,Lexington city,county,51678
2939,Lynchburg city,county,51680
2940,Manassas city,county,51683
2941,Manassas Park city,county,51685
2942,Martinsville city,county,51690
2943,Newport News city,county,51700
2944,Norfolk city,county,51710
2945,Norton city,county,51720
2946,Petersburg city,county,51730
2947,Poquoson city,county,51735
2948,Portsmouth city,county,51740
2949,Radford city,county,51750
2950,Richmond city,county,51760
2951,Roanoke city,county,51770
2952,Salem city,county,51775
2953,Staunton city,county,51790
2954,Suffolk city,county,51800
2955,Virginia Beach city,county,51810
2956,Waynesboro city,county,51820
2957,Williamsburg city,county,51830
2958,Winchester city,county,51840
2959,Adams County,county,53001
2960,Asotin County,county,53003
2961,Benton County,county,53005
2962,Chelan County,county,53007
2963,Clallam County,county,53009
2964,Clark County,county,53011
2965,Columbia County,county,53013
2966,Cowlitz County,county,53015
2967,Douglas County,county,53017
2968,Ferry County,county,53019
2969,Franklin County,county,53021
2970,Garfield County,county,53023
2971,Grant County,county,53025
2972,Grays Harbor County,county,53027
2973,Island County,county,53029
2974,Jefferson County,county,53031
2975,King County,county,53033
2976,Kitsap County,county,53035
2977,Kittitas County,county,53037
2978,Klickitat County,county,53039
2979,Lewis County,county,53041
2980,Lincoln County,county,53043
2981,Mason County,county,53045
2982,Okanogan County,county,53047
2983,Pacific County,county,53049
2984,Pend Oreille County,county,53051
2985,Pierce County,county,53053
2986,San Juan County,county,53055
2987,Skagit County,county,53057
2988,Skamania County,county,53059
2989,Snohomish County,county,53061
2990,Spokane County,county,53063
2991,Stevens County,county,53065
2992,Thurston County,county,53067
2993,Wahkiakum County,county,53069
2994,Walla Walla County,county,53071
2995,Whatcom County,county,53073
2996,Whitman County,county,53075
2997,Yakima County,county,53077
2998,Barbour County,county,54001
2999,Berkeley County,county,54003
3000,Boone County,county,54005
3001,Braxton County,county,54007
3002,Brooke County,county,54009
3003,Cabell County,county,54011
3004,Calhoun County,county,54013
3005,Clay County,county,54015
3006,Doddridge County,county,54017
3007,Fayette County,county,54019
3008,Gilmer County,county,54021
3009,Grant County,county,54023
3010,Greenbrier County,county,54025
3011,Hampshire County,county,54027
3012,Hancock County,county,54029
3013,Hardy County,county,54031
3014,Harrison County,county,54033
3015,Jackson County,county,54035
3016,Jefferson County,county,54037
3017,Kanawha County,county,54039
3018,Lewis County,county,54041
3019,Lincoln County,county,54043
3020,Logan County,county,54045
3021,McDowell County,county,54047
3022,Marion County,county,54049
3023,Marshall County,county,54051
3024,Mason County,county,54053
3025,Mercer County,county,54055
3026,Mineral County,county,54057
3027,Mingo County,county,54059
3028,Monongalia County,county,54061
3029,Monroe County,county,54063
3030,Morgan County,county,54065
3031,Nicholas County,county,54067
3032,Ohio County,county,54069
3033,Pendleton County,county,54071
3034,Pleasants County,county,54073
3035,Pocahontas County,county,54075
3036,Preston County,county,54077
3037,Putnam County,county,54079
3038,Raleigh County,county,54081
3039,Randolph County,county,54083
3040,Ritchie County,county,54085
3041,Roane County,county,54087
3042,Summers County,county,54089
3043,Taylor County,county,54091
3044,Tucker County,county,54093
3045,Tyler County,county,54095
3046,Upshur County,county,54097
3047,Wayne County,county,54099
3048,Webster County,county,54101
3049,Wetzel County,county,54103
3050,Wirt County,county,54105
3051,Wood County,county,54107
3052,Wyoming County,county,54109
3053,Adams County,county,55001
3054,Ashland County,county,55003
3055,Barron County,county,55005
3056,Bayfield County,county,55007
3057,Brown County,county,55009
3058,Buffalo County,county,55011
3059,Burnett County,county,55013
3060,Calumet County,county,55015
3061,Chippewa County,county,55017
3062,Clark County,county,55019
3063,Columbia County,county,55021
